"H2,CH4,C2H2,C2H4,C2H6,CO,CO2,Fault"
"25.15237340775223,8.760156261693574,0.6223891691752917,13.912078333686148,9.630264752436371,63.94781785660987,1680.2220918549015,Normal"
"43.33425709980477,18.613870005410856,0.7629334324947413,18.2675423154488,4.369013157304432,49.08668681930622,376.5692641912427,Normal"
"51.911798316255236,18.802917846680426,0.16527547034219842,6.720280953989633,5.13633505995329,189.26625779795177,1630.9744097609507,Normal"
"37.174223907385894,5.034571648237223,0.17985126992748657,12.435685972291324,9.36304999949976,133.51584887981136,1300.8212419654303,Normal"
"11.307271779276656,14.180166180135268,0.03702608225231181,8.877034903521768,7.033490175609882,180.13437928763224,1015.6951908779472,Normal"
"16.69397739398468,9.126075053796727,0.5181913810419716,18.868415606010647,2.3958518871001155,54.24502841295737,609.6992122342276,Normal"
"11.100031099428772,7.1372547344246,0.57027426451596,16.349489735590243,3.9762654861485007,184.10204811062619,538.5348713303496,Normal"
"50.355840355974955,34.571828622286944,0.4643726153362938,17.558271036617572,2.4774846581290384,118.32318465702309,584.1977390873045,Normal"
"29.997442684141046,14.69235528876142,0.6909921658422189,15.537822260201843,5.673579006094319,136.22852215376204,934.0250486764696,Normal"
"37.663348082381795,26.985789501584513,0.8781718536983292,10.59623789509305,6.276046113070346,79.22171262240528,775.9669727704129,Normal"
"11.64323013688454,11.246390675345879,0.7197591164742038,13.997652848363312,3.4483579552180563,174.628182655428,1742.5725852246076,Normal"
"55.133253832051075,16.547037114090937,1.0270036675553496,11.424538439262879,7.999041280724782,104.27978058763402,997.0130383658789,Normal"
"35.502193556436595,25.55268918396954,0.1992509092128689,8.435867747082,7.00331933360827,161.951532739274,554.0682158784522,Normal"
"17.565646403734117,20.51063490214941,0.13694584467710164,19.179809880223935,4.8429444298662805,221.76105707660187,923.6237635478184,Normal"
"16.042439227780548,17.473351765158533,0.27576505984081284,13.770045783370218,4.993725200819789,174.95529765338884,754.437375271584,Normal"
"15.637245379238173,12.366646544558758,0.05420037934087348,8.884819523901589,6.4134475285728465,142.88807924868254,992.6362689867391,Normal"
"28.04062562623644,11.496615553441695,0.4822964075108895,17.786956986218378,3.0083150411143413,133.88931034620649,1286.9873337198903,Normal"
"32.872830376852086,32.699104260647914,0.8941114677782435,19.373468515302633,4.368576070812533,136.79265227731972,1287.8263940917952,Normal"
"22.118679555217287,25.61261153503311,0.03705270310148222,8.04195326348376,9.155193597435252,96.12326105082724,1391.3344819157853,Normal"
"24.62980740247142,32.10304771195195,0.12523134054905447,21.00928244576447,5.967364005762173,134.57687636782393,1517.8270488322444,Normal"
